id,type,date,from,from_id,text,photo,has_photo,media_type,year,month,day,hour,day_of_week,day_name,hour_sin,hour_cos,day_sin,day_cos,period_of_day,is_weekend,events_in_window,time_since_last,time_to_next,events_per_hour,text_length,word_count,has_alarma,has_movimiento,has_puerta,has_sensor,has_alerta,events_same_day,avg_events_this_hour,photos_same_day
530,message,2025-10-25 00:51:46,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_121@25-10-2025_00-51-46.jpg,True,,2025,10,25,0,5,Saturday,0.0,1.0,-0.9749279121818236,-0.2225209339563146,Madrugada,1,3.0,0.2833333333333333,0.21666666666666667,13,55,9,0,1,0,0,0,17,13,17.0
531,message,2025-10-25 00:51:59,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_122@25-10-2025_00-51-59.jpg,True,,2025,10,25,0,5,Saturday,0.0,1.0,-0.9749279121818236,-0.2225209339563146,Madrugada,1,4.0,0.21666666666666667,0.26666666666666666,13,55,9,0,1,0,0,0,17,13,17.0
532,message,2025-10-25 00:52:15,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_123@25-10-2025_00-52-15.jpg,True,,2025,10,25,0,5,Saturday,0.0,1.0,-0.9749279121818236,-0.2225209339563146,Madrugada,1,5.0,0.26666666666666666,0.5833333333333334,13,55,9,0,1,0,0,0,17,13,17.0
533,message,2025-10-25 00:52:50,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_124@25-10-2025_00-52-50.jpg,True,,2025,10,25,0,5,Saturday,0.0,1.0,-0.9749279121818236,-0.2225209339563146,Madrugada,1,6.0,0.5833333333333334,0.23333333333333334,13,55,9,0,1,0,0,0,17,13,17.0
534,message,2025-10-25 00:53:04,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_125@25-10-2025_00-53-04.jpg,True,,2025,10,25,0,5,Saturday,0.0,1.0,-0.9749279121818236,-0.2225209339563146,Madrugada,1,7.0,0.23333333333333334,1.7666666666666666,13,55,9,0,1,0,0,0,17,13,17.0
535,message,2025-10-25 00:54:50,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_126@25-10-2025_00-54-50.jpg,True,,2025,10,25,0,5,Saturday,0.0,1.0,-0.9749279121818236,-0.2225209339563146,Madrugada,1,8.0,1.7666666666666666,0.21666666666666667,13,55,9,0,1,0,0,0,17,13,17.0
536,message,2025-10-25 00:55:03,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_127@25-10-2025_00-55-03.jpg,True,,2025,10,25,0,5,Saturday,0.0,1.0,-0.9749279121818236,-0.2225209339563146,Madrugada,1,9.0,0.21666666666666667,3.816666666666667,13,55,9,0,1,0,0,0,17,13,17.0
537,message,2025-10-25 00:58:52,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_128@25-10-2025_00-58-52.jpg,True,,2025,10,25,0,5,Saturday,0.0,1.0,-0.9749279121818236,-0.2225209339563146,Madrugada,1,10.0,3.816666666666667,0.25,13,55,9,0,1,0,0,0,17,13,17.0
538,message,2025-10-25 00:59:07,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_129@25-10-2025_00-59-07.jpg,True,,2025,10,25,0,5,Saturday,0.0,1.0,-0.9749279121818236,-0.2225209339563146,Madrugada,1,11.0,0.25,0.2833333333333333,13,55,9,0,1,0,0,0,17,13,17.0
539,message,2025-10-25 00:59:24,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_130@25-10-2025_00-59-24.jpg,True,,2025,10,25,0,5,Saturday,0.0,1.0,-0.9749279121818236,-0.2225209339563146,Madrugada,1,12.0,0.2833333333333333,0.21666666666666667,13,55,9,0,1,0,0,0,17,13,17.0
540,message,2025-10-25 00:59:37,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_131@25-10-2025_00-59-37.jpg,True,,2025,10,25,0,5,Saturday,0.0,1.0,-0.9749279121818236,-0.2225209339563146,Madrugada,1,13.0,0.21666666666666667,2.3333333333333335,13,55,9,0,1,0,0,0,17,13,17.0
541,message,2025-10-25 01:01:57,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_132@25-10-2025_01-01-57.jpg,True,,2025,10,25,1,5,Saturday,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,Madrugada,1,14.0,2.3333333333333335,0.26666666666666666,4,55,9,0,1,0,0,0,17,4,17.0
542,message,2025-10-25 01:02:13,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_133@25-10-2025_01-02-13.jpg,True,,2025,10,25,1,5,Saturday,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,Madrugada,1,15.0,0.26666666666666666,0.9833333333333333,4,55,9,0,1,0,0,0,17,4,17.0
543,message,2025-10-25 01:03:12,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_134@25-10-2025_01-03-12.jpg,True,,2025,10,25,1,5,Saturday,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,Madrugada,1,16.0,0.9833333333333333,0.25,4,55,9,0,1,0,0,0,17,4,17.0
544,message,2025-10-25 01:03:27,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_135@25-10-2025_01-03-27.jpg,True,,2025,10,25,1,5,Saturday,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,Madrugada,1,17.0,0.25,,4,55,9,0,1,0,0,0,17,4,17.0
